personnel_id,week,duty_hours,consecutive_duty_days,overtime_hours,workload_score,sleep_hours,fatigue_score,stress_score,mood_score,emotional_exhaustion,attendance_score,activity_level,performance_score,social_withdrawal,behavioral_change,age,service_years,rank_level,transfer_frequency,training_hours,deployment_days,deployment_frequency,operational_exposure,leave_days,days_since_last_leave,leave_frequency,stress_risk_score,stress_risk,burnout_risk_score,burnout_risk
P4334,1,54,13,9,3.2,7.0,3.5,4.5,5.8,3.1,95.1,73.0,79.5,3.1,3.7,50,4,Senior,1,4.8,115,1,4,0,56,1,47.1,Moderate,39.7,Moderate
P4334,2,53,8,8,4.7,6.9,4.5,2.6,6.3,3.7,82.1,57.3,86.5,4.5,5.3,50,4,Senior,1,4.8,115,1,4,0,56,1,43.3,Moderate,53.3,Moderate
P4334,3,66,5,21,6.4,6.8,3.9,3.3,7.1,2.0,89.0,74.8,66.5,4.1,4.0,50,4,Senior,1,4.8,115,1,4,0,56,1,39.8,Moderate,49.5,Moderate
P4334,4,36,9,0,3.0,8.6,1.2,4.4,5.7,5.5,83.7,72.5,85.4,2.9,3.3,50,4,Senior,1,4.8,115,1,4,0,56,1,31.0,Moderate,33.4,Moderate
P4334,5,66,2,21,7.6,6.2,3.7,7.3,4.6,5.7,92.1,72.3,63.5,4.4,1.5,50,4,Senior,1,4.8,115,1,4,0,56,1,60.6,High,53.0,Moderate
P4334,6,41,2,0,1.4,6.6,3.5,3.1,6.6,3.4,92.6,71.5,75.5,2.0,4.7,50,4,Senior,1,4.8,115,1,4,0,56,1,38.2,Moderate,39.8,Moderate
P4334,7,37,10,0,1.0,6.7,2.2,5.2,7.4,3.8,92.5,76.4,70.6,4.3,4.0,50,4,Senior,1,4.8,115,1,4,0,56,1,35.3,Moderate,44.5,Moderate
P4334,8,65,2,20,6.1,6.4,6.2,2.0,5.5,4.1,89.2,73.6,59.1,4.6,3.9,50,4,Senior,1,4.8,115,1,4,0,56,1,50.1,Moderate,53.3,Moderate
P4334,9,68,13,23,5.3,5.1,7.4,3.0,5.0,5.3,89.1,75.1,71.5,1.4,4.5,50,4,Senior,1,4.8,115,1,4,0,56,1,57.8,High,70.2,High
P4334,10,67,2,22,6.3,7.7,3.4,3.8,5.8,3.9,81.3,77.3,69.6,2.1,2.3,50,4,Senior,1,4.8,115,1,4,0,56,1,42.6,Moderate,48.7,Moderate
P4334,11,43,10,0,1.0,7.0,3.6,1.9,8.2,1.6,77.4,66.1,78.9,3.4,4.9,50,4,Senior,1,4.8,115,1,4,0,56,1,30.6,Moderate,40.0,Moderate
P4334,12,42,10,0,2.5,6.3,5.3,7.3,6.2,7.0,94.3,73.6,93.6,2.9,2.5,50,4,Senior,1,4.8,115,1,4,0,56,1,45.7,Moderate,53.6,Moderate
P4335,1,50,13,5,2.5,6.8,2.7,2.8,8.0,3.7,94.9,96.2,89.2,1.6,3.1,31,6,Intermediate,2,5.8,98,2,7,11,61,4,28.0,Low,42.7,Moderate
P4335,2,56,5,11,5.3,7.7,4.4,6.6,4.1,4.9,87.4,86.7,81.8,4.1,2.6,31,6,Intermediate,2,5.8,98,2,7,11,61,4,50.0,Moderate,47.1,Moderate
P4335,3,39,3,0,3.1,7.5,3.4,5.4,4.6,5.3,77.5,93.2,100.0,2.3,1.0,31,6,Intermediate,2,5.8,98,2,7,11,61,4,42.4,Moderate,38.1,Moderate
P4335,4,35,8,0,2.4,6.7,5.2,7.0,4.6,5.2,85.9,90.6,65.1,4.7,3.6,31,6,Intermediate,2,5.8,98,2,7,11,61,4,45.9,Moderate,46.4,Moderate
P4335,5,38,14,0,1.7,6.7,5.3,3.6,6.9,6.0,84.6,97.0,93.8,1.9,2.3,31,6,Intermediate,2,5.8,98,2,7,11,61,4,44.2,Moderate,51.6,Moderate
P4335,6,35,8,0,1.8,7.3,4.0,2.5,5.6,1.9,94.6,86.6,70.0,1.7,2.7,31,6,Intermediate,2,5.8,98,2,7,11,61,4,32.7,Moderate,32.1,Moderate
P4335,7,63,5,18,6.4,6.3,3.5,3.5,7.2,3.9,87.7,83.2,77.2,3.7,2.8,31,6,Intermediate,2,5.8,98,2,7,11,61,4,50.7,Moderate,53.8,Moderate
P4335,8,57,4,12,5.2,7.3,1.7,3.4,8.2,2.4,83.1,78.4,89.9,2.3,2.8,31,6,Intermediate,2,5.8,98,2,7,11,61,4,34.9,Moderate,42.3,Moderate
P4335,9,60,14,15,6.4,6.1,6.0,5.9,6.4,6.1,86.0,93.4,62.0,5.7,1.8,31,6,Intermediate,2,5.8,98,2,7,11,61,4,66.1,High,63.0,High
P4335,10,67,11,22,6.9,7.3,6.3,5.9,6.4,4.8,91.5,78.7,89.0,2.9,3.6,31,6,Intermediate,2,5.8,98,2,7,11,61,4,54.7,Moderate,56.0,Moderate
P4335,11,55,10,10,3.0,6.3,4.7,6.5,5.8,5.6,97.1,78.8,84.3,3.8,3.3,31,6,Intermediate,2,5.8,98,2,7,11,61,4,45.7,Moderate,52.4,Moderate
P4335,12,55,7,10,2.8,8.3,3.8,5.6,5.8,4.8,81.8,100.0,68.8,1.0,2.2,31,6,Intermediate,2,5.8,98,2,7,11,61,4,42.4,Moderate,49.8,Moderate
P4336,1,37,10,0,1.0,7.0,5.8,3.5,5.6,3.8,87.7,100.0,92.8,2.1,1.3,44,11,Senior,3,6.4,11,0,8,0,77,4,36.9,Moderate,36.5,Moderate
P4336,2,56,2,11,3.4,6.6,4.6,4.3,5.4,3.5,93.4,96.7,81.9,3.6,2.1,44,11,Senior,3,6.4,11,0,8,0,77,4,37.9,Moderate,33.5,Moderate
P4336,3,58,10,13,4.4,6.6,4.9,5.1,6.2,4.3,96.3,100.0,75.3,2.4,1.6,44,11,Senior,3,6.4,11,0,8,0,77,4,49.1,Moderate,43.5,Moderate
P4336,4,42,13,0,1.0,7.9,3.3,5.5,5.8,3.5,92.7,95.7,90.1,1.6,2.1,44,11,Senior,3,6.4,11,0,8,0,77,4,33.3,Moderate,34.8,Moderate
P4336,5,44,3,0,1.4,6.2,5.5,4.1,5.3,3.4,85.4,100.0,100.0,1.0,2.6,44,11,Senior,3,6.4,11,0,8,0,77,4,35.7,Moderate,28.7,Low
P4336,6,50,7,5,2.9,7.1,4.3,7.8,4.8,5.9,83.8,100.0,76.7,2.2,1.0,44,11,Senior,3,6.4,11,0,8,0,77,4,41.2,Moderate,36.0,Moderate
P4336,7,58,9,13,3.2,6.3,4.6,4.8,6.5,7.0,100.0,82.5,69.6,3.8,2.3,44,11,Senior,3,6.4,11,0,8,0,77,4,43.7,Moderate,47.9,Moderate
P4336,8,57,8,12,4.2,6.2,5.9,3.7,4.4,5.4,93.9,100.0,100.0,8.3,1.0,44,11,Senior,3,6.4,11,0,8,0,77,4,40.4,Moderate,48.7,Moderate
P4336,9,47,13,2,2.7,6.1,5.1,2.4,7.0,3.1,84.2,94.8,89.1,6.1,2.3,44,11,Senior,3,6.4,11,0,8,0,77,4,41.7,Moderate,44.7,Moderate
P4336,10,51,2,6,3.2,7.4,2.5,6.1,5.0,4.8,83.8,98.2,80.6,1.7,2.7,44,11,Senior,3,6.4,11,0,8,0,77,4,38.1,Moderate,27.4,Low
P4336,11,42,9,0,1.8,7.8,4.8,5.1,7.2,3.5,90.6,89.0,61.1,1.9,4.6,44,11,Senior,3,6.4,11,0,8,0,77,4,33.3,Moderate,31.1,Moderate
P4336,12,37,14,0,3.5,8.0,4.2,3.8,5.0,3.5,87.7,94.5,96.0,1.0,2.3,44,11,Senior,3,6.4,11,0,8,0,77,4,39.0,Moderate,45.4,Moderate
P4337,1,48,14,3,5.5,7.5,3.2,6.6,4.6,5.8,98.1,80.4,74.0,3.0,2.3,26,1,Intermediate,1,18.1,73,1,6,9,26,3,49.5,Moderate,45.4,Moderate
P4337,2,48,14,3,2.3,7.4,3.4,4.3,7.1,4.2,91.1,79.6,86.1,3.1,2.9,26,1,Intermediate,1,18.1,73,1,6,9,26,3,33.2,Moderate,38.7,Moderate
P4337,3,46,9,1,2.1,6.7,5.6,5.2,6.4,4.1,82.2,78.3,65.3,2.7,2.3,26,1,Intermediate,1,18.1,73,1,6,9,26,3,40.4,Moderate,47.1,Moderate
P4337,4,37,12,0,2.3,7.6,4.3,5.9,4.9,7.5,89.1,85.4,77.0,1.3,3.5,26,1,Intermediate,1,18.1,73,1,6,9,26,3,47.3,Moderate,42.2,Moderate
P4337,5,41,9,0,1.0,7.3,4.7,2.9,6.6,3.8,84.1,90.1,56.3,2.1,2.6,26,1,Intermediate,1,18.1,73,1,6,9,26,3,32.5,Moderate,38.6,Moderate
P4337,6,68,11,23,4.9,6.3,7.3,5.3,6.4,5.6,90.5,69.3,89.7,3.4,5.9,26,1,Intermediate,1,18.1,73,1,6,9,26,3,58.9,High,58.5,Moderate
P4337,7,39,9,0,1.0,7.0,8.2,7.3,5.3,7.6,75.6,90.8,68.2,2.8,2.6,26,1,Intermediate,1,18.1,73,1,6,9,26,3,45.0,Moderate,49.8,Moderate
P4337,8,65,11,20,4.0,6.5,5.1,5.5,6.3,4.8,95.9,84.1,80.4,2.3,2.9,26,1,Intermediate,1,18.1,73,1,6,9,26,3,49.4,Moderate,55.2,Moderate
P4337,9,39,10,0,1.5,6.4,6.7,7.6,3.2,6.2,87.6,79.1,66.5,3.3,3.8,26,1,Intermediate,1,18.1,73,1,6,9,26,3,51.8,Moderate,50.0,Moderate
P4337,10,64,8,19,6.9,7.4,5.3,4.6,7.7,4.2,79.9,85.6,89.0,3.8,1.4,26,1,Intermediate,1,18.1,73,1,6,9,26,3,41.1,Moderate,54.5,Moderate
P4337,11,49,8,4,2.4,6.8,5.1,5.2,4.4,6.2,84.9,84.9,68.7,2.5,3.5,26,1,Intermediate,1,18.1,73,1,6,9,26,3,43.7,Moderate,37.2,Moderate
P4337,12,47,13,2,1.3,7.2,6.1,5.8,5.3,5.6,94.6,80.5,92.1,3.0,3.4,26,1,Intermediate,1,18.1,73,1,6,9,26,3,44.4,Moderate,42.8,Moderate
P4338,1,44,8,0,2.7,5.9,5.3,2.5,7.4,3.8,85.9,82.1,90.9,8.1,4.4,33,6,Senior,1,5.7,90,1,5,6,54,1,47.4,Moderate,46.3,Moderate
P4338,2,63,8,18,3.4,7.3,3.7,6.6,5.1,4.3,86.7,70.4,96.8,2.8,2.8,33,6,Senior,1,5.7,90,1,5,6,54,1,44.1,Moderate,39.7,Moderate
P4338,3,68,8,23,5.4,6.4,4.0,4.4,5.6,4.9,96.7,58.2,80.2,4.6,5.4,33,6,Senior,1,5.7,90,1,5,6,54,1,44.2,Moderate,50.0,Moderate
P4338,4,52,4,7,4.8,7.0,1.6,4.5,7.5,2.9,84.1,73.0,92.2,4.0,4.2,33,6,Senior,1,5.7,90,1,5,6,54,1,36.3,Moderate,30.7,Moderate
P4338,5,57,11,12,3.6,6.8,3.0,2.3,7.1,2.4,97.5,60.7,90.4,2.4,4.8,33,6,Senior,1,5.7,90,1,5,6,54,1,30.7,Moderate,41.8,Moderate
P4338,6,65,13,20,6.5,7.8,4.0,4.0,7.7,2.9,91.0,92.4,85.4,4.3,1.9,33,6,Senior,1,5.7,90,1,5,6,54,1,44.6,Moderate,51.3,Moderate
P4338,7,66,4,21,6.4,6.4,5.2,2.2,8.2,3.2,82.8,69.3,79.4,4.4,6.3,33,6,Senior,1,5.7,90,1,5,6,54,1,43.1,Moderate,52.2,Moderate
P4338,8,45,10,0,5.7,6.5,2.6,4.3,6.4,3.2,74.5,85.0,79.4,4.1,3.9,33,6,Senior,1,5.7,90,1,5,6,54,1,47.1,Moderate,47.0,Moderate
P4338,9,63,3,18,4.6,6.0,3.4,1.8,6.4,1.7,93.1,70.9,77.2,1.9,3.6,33,6,Senior,1,5.7,90,1,5,6,54,1,35.3,Moderate,43.2,Moderate
P4338,10,36,4,0,1.4,6.5,4.6,3.5,6.9,3.3,88.0,68.6,71.0,1.0,4.6,33,6,Senior,1,5.7,90,1,5,6,54,1,36.2,Moderate,38.7,Moderate
P4338,11,66,12,21,6.2,7.5,3.4,6.5,5.4,4.3,97.1,83.5,79.8,2.7,5.1,33,6,Senior,1,5.7,90,1,5,6,54,1,52.7,Moderate,54.9,Moderate
P4338,12,41,8,0,3.0,7.0,4.2,4.0,6.4,4.4,82.2,74.1,89.6,7.1,6.6,33,6,Senior,1,5.7,90,1,5,6,54,1,38.7,Moderate,42.8,Moderate
P4339,1,35,5,0,1.1,7.2,7.5,10.0,2.2,9.0,93.2,73.4,74.4,3.2,2.6,25,4,Intermediate,0,10.0,15,2,1,11,82,2,54.0,Moderate,45.9,Moderate
P4339,2,65,6,20,5.4,8.8,4.7,10.0,4.1,9.0,96.9,83.8,89.2,2.6,3.7,25,4,Intermediate,0,10.0,15,2,1,11,82,2,54.2,Moderate,46.9,Moderate
P4339,3,50,11,5,2.7,6.8,7.0,8.8,3.9,8.4,83.5,81.7,95.8,1.9,3.0,25,4,Intermediate,0,10.0,15,2,1,11,82,2,56.9,High,55.0,Moderate
P4339,4,63,2,18,4.6,6.9,9.3,8.8,5.6,8.8,88.0,87.5,77.9,4.5,1.2,25,4,Intermediate,0,10.0,15,2,1,11,82,2,59.0,High,53.7,Moderate
P4339,5,59,3,14,3.9,7.1,7.0,7.5,4.6,6.8,88.1,81.0,80.7,3.5,5.0,25,4,Intermediate,0,10.0,15,2,1,11,82,2,49.7,Moderate,43.4,Moderate
P4339,6,57,10,12,4.5,6.6,7.0,9.9,5.7,9.7,89.5,84.7,71.8,2.3,3.1,25,4,Intermediate,0,10.0,15,2,1,11,82,2,64.7,High,59.3,Moderate
P4339,7,47,5,2,4.0,6.5,7.5,8.3,4.0,8.2,92.1,93.3,84.6,3.7,1.2,25,4,Intermediate,0,10.0,15,2,1,11,82,2,54.7,Moderate,52.8,Moderate
P4339,8,35,4,0,2.3,6.1,8.2,3.2,7.6,4.9,91.1,84.1,74.2,4.8,3.1,25,4,Intermediate,0,10.0,15,2,1,11,82,2,39.5,Moderate,49.5,Moderate
P4339,9,70,8,25,6.0,7.3,7.9,7.6,4.1,7.4,84.8,78.8,75.9,3.0,2.6,25,4,Intermediate,0,10.0,15,2,1,11,82,2,55.3,High,58.7,Moderate
P4339,10,66,8,21,5.0,7.9,6.7,10.0,4.3,8.4,91.3,93.8,60.8,2.5,3.6,25,4,Intermediate,0,10.0,15,2,1,11,82,2,60.2,High,46.9,Moderate
P4339,11,67,14,22,5.9,7.6,7.9,8.2,6.2,7.7,100.0,87.8,69.3,4.3,2.7,25,4,Intermediate,0,10.0,15,2,1,11,82,2,55.3,High,60.5,High
P4339,12,48,5,3,3.3,7.2,8.4,10.0,3.8,8.9,83.9,74.9,58.9,3.8,4.6,25,4,Intermediate,0,10.0,15,2,1,11,82,2,57.2,High,52.1,Moderate
P4340,1,70,7,25,6.8,5.5,6.7,3.8,4.5,3.9,90.9,88.2,94.6,4.7,1.3,26,4,Junior,0,7.0,21,2,5,5,5,2,47.7,Moderate,50.9,Moderate
P4340,2,53,14,8,4.5,7.3,3.2,2.6,7.0,2.8,92.7,95.4,76.0,2.3,1.9,26,4,Junior,0,7.0,21,2,5,5,5,2,38.9,Moderate,34.9,Moderate
P4340,3,46,7,1,3.9,6.1,4.8,5.5,4.8,5.4,96.8,89.5,64.5,4.7,4.7,26,4,Junior,0,7.0,21,2,5,5,5,2,40.3,Moderate,45.3,Moderate
P4340,4,40,9,0,1.7,6.2,3.4,3.1,5.8,3.3,87.0,77.3,71.3,4.4,3.9,26,4,Junior,0,7.0,21,2,5,5,5,2,33.1,Moderate,32.6,Moderate
P4340,5,54,2,9,6.3,6.6,5.0,5.9,6.6,4.2,91.9,83.8,83.2,5.6,2.4,26,4,Junior,0,7.0,21,2,5,5,5,2,45.6,Moderate,37.5,Moderate
P4340,6,44,2,0,2.3,7.1,4.1,5.0,7.7,4.7,95.7,80.1,81.2,5.0,3.6,26,4,Junior,0,7.0,21,2,5,5,5,2,33.6,Moderate,30.5,Moderate
P4340,7,43,10,0,2.4,6.8,4.3,3.3,4.7,4.1,87.3,74.3,90.3,2.6,4.3,26,4,Junior,0,7.0,21,2,5,5,5,2,30.5,Moderate,36.6,Moderate
P4340,8,64,13,19,6.4,5.7,7.3,7.7,6.0,7.5,86.9,88.1,87.7,3.5,2.3,26,4,Junior,0,7.0,21,2,5,5,5,2,59.1,High,62.4,High
P4340,9,45,10,0,1.8,7.3,4.0,5.3,4.6,3.7,96.7,93.5,68.3,3.2,1.8,26,4,Junior,0,7.0,21,2,5,5,5,2,33.5,Moderate,26.6,Low
P4340,10,60,13,15,6.5,6.1,2.8,3.8,6.2,2.4,90.8,100.0,85.8,4.5,4.2,26,4,Junior,0,7.0,21,2,5,5,5,2,47.4,Moderate,47.3,Moderate
P4340,11,39,7,0,1.9,6.7,4.6,8.2,4.0,5.9,85.7,91.2,67.8,3.7,1.7,26,4,Junior,0,7.0,21,2,5,5,5,2,43.9,Moderate,38.4,Moderate
P4340,12,44,10,0,3.2,8.2,2.8,3.5,7.7,3.1,97.6,90.0,74.9,1.0,2.7,26,4,Junior,0,7.0,21,2,5,5,5,2,21.1,Low,28.3,Low
P4341,1,65,6,20,6.7,7.9,1.5,4.9,5.9,3.3,88.3,81.2,90.4,1.0,2.4,26,2,Junior,1,12.6,72,2,4,3,60,4,39.3,Moderate,40.4,Moderate
P4341,2,35,6,0,2.1,7.2,3.7,1.0,6.3,2.0,89.8,96.6,92.8,3.7,3.5,26,2,Junior,1,12.6,72,2,4,3,60,4,27.8,Low,36.0,Moderate
P4341,3,63,13,18,6.0,7.3,4.2,4.6,5.4,3.5,87.9,92.4,75.6,2.7,1.1,26,2,Junior,1,12.6,72,2,4,3,60,4,42.3,Moderate,50.6,Moderate
P4341,4,54,6,9,3.6,8.1,2.1,2.4,8.4,1.0,95.6,86.8,87.1,3.7,1.4,26,2,Junior,1,12.6,72,2,4,3,60,4,21.9,Low,33.8,Moderate
P4341,5,53,2,8,1.4,7.7,1.3,4.4,6.0,3.8,88.6,97.4,78.7,3.8,3.1,26,2,Junior,1,12.6,72,2,4,3,60,4,23.9,Low,23.9,Low
P4341,6,52,6,7,3.0,6.8,4.6,6.3,5.7,5.5,97.6,99.0,78.6,1.0,3.1,26,2,Junior,1,12.6,72,2,4,3,60,4,46.5,Moderate,44.5,Moderate
P4341,7,55,6,10,7.2,6.7,1.8,2.0,8.5,2.5,84.0,95.1,93.3,3.2,1.9,26,2,Junior,1,12.6,72,2,4,3,60,4,35.4,Moderate,45.7,Moderate
P4341,8,64,7,19,7.4,7.2,2.9,5.3,4.9,5.5,86.9,89.4,80.8,3.5,3.6,26,2,Junior,1,12.6,72,2,4,3,60,4,45.6,Moderate,49.2,Moderate
P4341,9,68,2,23,6.2,8.3,1.6,6.7,4.4,4.9,92.2,99.2,86.8,3.8,1.2,26,2,Junior,1,12.6,72,2,4,3,60,4,40.6,Moderate,32.5,Moderate
P4341,10,46,8,1,2.1,8.6,1.0,1.0,7.2,2.0,87.3,100.0,66.8,2.8,1.0,26,2,Junior,1,12.6,72,2,4,3,60,4,19.6,Low,24.2,Low
P4341,11,49,3,4,2.0,7.4,1.6,1.0,8.4,1.3,81.1,89.8,77.1,3.7,2.5,26,2,Junior,1,12.6,72,2,4,3,60,4,17.6,Low,23.1,Low
P4341,12,38,5,0,4.3,7.4,3.0,4.6,5.8,3.8,84.0,92.9,80.5,3.8,3.9,26,2,Junior,1,12.6,72,2,4,3,60,4,37.9,Moderate,40.1,Moderate
P4342,1,62,5,17,6.6,7.0,2.8,4.3,5.8,3.2,83.0,77.8,70.6,2.4,2.7,45,20,Junior,1,8.4,96,2,3,6,73,3,48.6,Moderate,47.8,Moderate
P4342,2,36,7,0,2.1,7.5,3.5,4.5,6.2,5.2,94.0,73.9,69.8,1.0,3.2,45,20,Junior,1,8.4,96,2,3,6,73,3,40.3,Moderate,35.1,Moderate
P4342,3,63,3,18,3.9,7.3,4.5,4.3,5.3,4.3,85.1,79.9,81.4,1.9,3.3,45,20,Junior,1,8.4,96,2,3,6,73,3,44.0,Moderate,43.5,Moderate
P4342,4,40,3,0,1.0,7.7,2.5,1.0,8.3,1.6,99.5,73.6,63.1,4.3,2.6,45,20,Junior,1,8.4,96,2,3,6,73,3,19.9,Low,26.1,Low
P4342,5,42,5,0,3.4,7.1,2.6,5.4,3.4,4.7,93.0,87.1,73.5,2.7,1.8,45,20,Junior,1,8.4,96,2,3,6,73,3,42.1,Moderate,41.8,Moderate
P4342,6,35,8,0,1.0,5.8,1.9,5.1,5.6,4.1,94.8,75.1,68.8,1.8,2.9,45,20,Junior,1,8.4,96,2,3,6,73,3,36.1,Moderate,36.4,Moderate
P4342,7,43,11,0,3.4,6.5,3.4,4.6,6.0,4.5,84.8,68.1,65.7,1.0,3.9,45,20,Junior,1,8.4,96,2,3,6,73,3,48.0,Moderate,46.5,Moderate
P4342,8,45,9,0,2.8,7.9,3.9,6.4,7.3,6.1,93.6,83.1,69.9,3.8,4.4,45,20,Junior,1,8.4,96,2,3,6,73,3,38.9,Moderate,41.5,Moderate
P4342,9,51,9,6,4.3,7.8,3.8,2.9,4.9,3.0,94.5,70.8,78.9,1.0,5.0,45,20,Junior,1,8.4,96,2,3,6,73,3,40.1,Moderate,43.5,Moderate
P4342,10,40,3,0,1.5,7.3,1.3,1.7,7.3,1.9,81.7,80.8,74.0,5.4,3.1,45,20,Junior,1,8.4,96,2,3,6,73,3,20.1,Low,28.0,Low
P4342,11,42,5,0,1.8,6.0,4.1,2.2,5.6,3.1,84.1,79.5,89.4,4.4,2.0,45,20,Junior,1,8.4,96,2,3,6,73,3,38.2,Moderate,39.8,Moderate
P4342,12,41,14,0,1.9,8.8,1.9,3.9,7.6,3.7,89.7,67.7,71.2,2.5,4.6,45,20,Junior,1,8.4,96,2,3,6,73,3,30.0,Moderate,40.3,Moderate
P4343,1,59,3,14,4.7,7.8,5.2,5.0,7.1,4.4,80.3,84.6,88.7,4.3,3.3,45,23,Junior,0,8.9,87,1,1,5,48,1,41.5,Moderate,44.5,Moderate
P4343,2,46,3,1,2.5,7.1,5.1,7.3,4.5,7.6,91.5,93.2,89.2,2.9,2.2,45,23,Junior,0,8.9,87,1,1,5,48,1,40.4,Moderate,45.0,Moderate
P4343,3,63,14,18,5.3,6.9,4.7,5.7,6.1,4.9,90.0,94.0,86.3,4.5,1.3,45,23,Junior,0,8.9,87,1,1,5,48,1,49.7,Moderate,54.3,Moderate
P4343,4,68,10,23,4.7,7.0,5.4,5.6,7.1,6.1,88.5,84.7,87.7,5.8,3.1,45,23,Junior,0,8.9,87,1,1,5,48,1,42.6,Moderate,52.0,Moderate
P4343,5,43,8,0,2.3,6.9,4.8,8.1,5.8,6.3,83.3,97.6,73.2,2.8,1.2,45,23,Junior,0,8.9,87,1,1,5,48,1,45.8,Moderate,47.1,Moderate
P4343,6,36,13,0,1.0,7.5,6.7,5.7,6.0,7.9,92.1,94.7,88.7,5.7,3.5,45,23,Junior,0,8.9,87,1,1,5,48,1,50.3,Moderate,52.0,Moderate
P4343,7,41,5,0,1.6,7.1,6.7,6.0,7.5,6.6,95.5,93.1,72.7,3.2,1.4,45,23,Junior,0,8.9,87,1,1,5,48,1,43.7,Moderate,45.0,Moderate
P4343,8,41,3,0,1.3,9.0,3.7,6.6,5.4,5.5,82.5,89.0,72.0,2.6,2.7,45,23,Junior,0,8.9,87,1,1,5,48,1,38.4,Moderate,31.7,Moderate
P4343,9,42,13,0,2.9,7.5,4.5,7.8,5.2,6.6,81.6,89.3,89.9,6.1,2.1,45,23,Junior,0,8.9,87,1,1,5,48,1,45.3,Moderate,50.4,Moderate
P4343,10,53,2,8,4.1,6.4,5.3,4.9,4.7,4.7,89.8,100.0,77.7,4.8,1.2,45,23,Junior,0,8.9,87,1,1,5,48,1,46.3,Moderate,41.7,Moderate
P4343,11,63,10,18,6.6,7.0,2.5,5.5,6.3,3.7,81.0,94.8,84.4,5.9,3.5,45,23,Junior,0,8.9,87,1,1,5,48,1,46.0,Moderate,47.4,Moderate
P4343,12,47,11,2,2.0,7.7,3.4,5.1,5.4,4.2,100.0,86.1,89.8,2.1,4.3,45,23,Junior,0,8.9,87,1,1,5,48,1,33.2,Moderate,38.1,Moderate
P4344,1,44,5,0,3.0,7.7,3.2,5.8,5.5,4.2,91.9,73.7,80.1,2.9,3.4,28,6,Junior,0,2.0,88,2,8,0,40,4,33.7,Moderate,36.0,Moderate
P4344,2,70,6,25,8.4,6.7,3.1,4.6,5.0,4.1,95.2,82.2,85.5,3.2,1.7,28,6,Junior,0,2.0,88,2,8,0,40,4,41.9,Moderate,52.3,Moderate
P4344,3,66,2,21,6.3,6.2,3.1,4.2,6.5,3.3,91.4,84.7,79.3,4.0,3.0,28,6,Junior,0,2.0,88,2,8,0,40,4,42.7,Moderate,44.3,Moderate
P4344,4,48,6,3,2.5,7.6,1.8,2.5,7.6,3.4,94.1,85.4,77.9,4.8,3.9,28,6,Junior,0,2.0,88,2,8,0,40,4,33.6,Moderate,30.8,Moderate
P4344,5,68,13,23,3.9,7.5,2.6,5.5,4.6,4.8,92.6,94.9,92.6,6.8,1.0,28,6,Junior,0,2.0,88,2,8,0,40,4,43.1,Moderate,38.9,Moderate
P4344,6,48,2,3,5.9,6.3,5.5,4.4,5.0,5.9,86.2,86.6,87.9,5.2,3.0,28,6,Junior,0,2.0,88,2,8,0,40,4,52.8,Moderate,52.3,Moderate
P4344,7,68,13,23,7.4,6.6,5.6,6.4,5.9,6.7,91.2,89.2,75.6,1.0,3.2,28,6,Junior,0,2.0,88,2,8,0,40,4,59.5,High,63.3,High
P4344,8,43,8,0,5.1,7.3,5.5,4.4,4.9,5.7,81.3,87.9,73.5,2.0,3.4,28,6,Junior,0,2.0,88,2,8,0,40,4,41.0,Moderate,53.4,Moderate
P4344,9,41,7,0,1.3,6.9,4.4,4.7,6.0,3.8,83.8,93.7,79.5,3.3,1.0,28,6,Junior,0,2.0,88,2,8,0,40,4,43.4,Moderate,32.7,Moderate
P4344,10,51,11,6,3.6,6.0,6.6,3.6,5.7,3.0,98.1,81.8,87.4,4.3,3.1,28,6,Junior,0,2.0,88,2,8,0,40,4,46.0,Moderate,50.5,Moderate
P4344,11,47,8,2,4.2,7.4,5.0,6.8,5.0,7.1,79.3,87.7,91.2,1.3,3.2,28,6,Junior,0,2.0,88,2,8,0,40,4,49.1,Moderate,48.7,Moderate
P4344,12,53,4,8,3.5,6.0,4.7,4.4,5.9,3.8,87.8,88.7,68.8,2.9,3.8,28,6,Junior,0,2.0,88,2,8,0,40,4,47.4,Moderate,37.2,Moderate
P4345,1,56,6,11,6.3,7.9,4.0,4.8,5.1,3.0,90.3,83.1,57.9,2.1,3.1,23,1,Senior,0,9.4,24,1,10,0,38,4,37.3,Moderate,38.5,Moderate
P4345,2,49,6,4,2.9,7.8,4.0,7.3,4.3,5.9,92.8,78.7,75.0,5.0,3.8,23,1,Senior,0,9.4,24,1,10,0,38,4,39.3,Moderate,38.6,Moderate
P4345,3,51,11,6,1.0,7.2,4.5,4.5,5.2,5.7,93.9,68.5,80.7,2.2,5.1,23,1,Senior,0,9.4,24,1,10,0,38,4,37.5,Moderate,32.7,Moderate
P4345,4,37,6,0,1.5,7.0,3.3,3.6,6.5,3.6,82.6,74.8,66.5,1.0,4.2,23,1,Senior,0,9.4,24,1,10,0,38,4,32.7,Moderate,31.0,Moderate
P4345,5,57,3,12,6.8,7.3,3.3,4.3,6.5,4.1,86.6,79.4,98.2,3.2,4.1,23,1,Senior,0,9.4,24,1,10,0,38,4,40.6,Moderate,39.3,Moderate
P4345,6,48,10,3,3.4,7.2,3.3,5.9,6.1,5.8,92.5,67.3,84.2,2.7,4.2,23,1,Senior,0,9.4,24,1,10,0,38,4,37.8,Moderate,43.4,Moderate
